EmpID,Name,Department,JobLevel,JobTitle,Gender,AnnualCTC,BonusAmount,BaseSalary,Allowances,BenefitsValue,Location,PerformanceRating,EducationLevel,Experience,Age
I02118,Mrs. Tina Davis,IT,Assistant Manager,Assistant Manager,Female,1403269,0,1213982,136287,53000,Mumbai,3,Master,7.7,28
F01233,Nathaniel Wilson,Finance,Senior Executive,Senior Executive,Male,1089352,0,977769,80250,31333,Bengaluru,4,Bachelor,9.9,34
O01916,Robert Collins,Operations,Analyst,Analyst,Male,638453,0,548515,71302,18636,Mumbai,3,Diploma,2.6,25
O01917,Elizabeth Butler,Operations,Analyst,Analyst,Female,538394,0,457109,67039,14246,Hyderabad,1,Bachelor,0.0,20
O01918,Thomas Mcconnell,Operations,Assistant Manager,Assistant Manager,Male,1620394,0,1399551,178392,42451,Delhi,3,MBA,10.0,28
I02119,Thomas Harrison,IT,Analyst,Support Analyst,Male,548815,0,466616,63376,18823,Mumbai,5,Diploma,3.5,22
M00931,Michelle Davis,Marketing,Assistant Manager,Assistant Manager,Female,1557783,0,1372751,116906,68126,Bengaluru,5,Bachelor,13.5,40
O01919,April Ortiz,Operations,Senior Executive,Senior Executive,Female,844173,0,744691,60859,38623,Delhi,3,Bachelor,7.8,34
L00870,Eric Raymond,Legal,Assistant Manager,Assistant Manager,Male,1622461,0,1385134,192032,45295,Bengaluru,3,Bachelor,10.6,35
I02120,Kimberly Alvarez,IT,Senior Executive,Software Engineer II,Female,1074682,0,920761,115777,38144,Remote,4,Bachelor,8.0,32
M00932,Corey Smith,Marketing,Executive,Executive,Male,844978,13527,698403,118534,14514,Bengaluru,2,Diploma,4.8,31
L00871,Veronica Davis,Legal,Analyst,Analyst,Female,553644,0,461345,69977,22322,Bengaluru,2,Bachelor,0.0,20
H00752,Stephen Davis,HR,Senior Executive,Senior Executive,Male,1142648,0,949415,149761,43472,Other City,2,Bachelor,9.8,31
R01082,Brian Santos,R&D,Assistant Manager,Assistant Manager,Male,1818917,28153,1548092,178669,64003,Bengaluru,3,Bachelor,13.2,36
C00980,Brian Martinez,Customer Success,Analyst,Analyst,Male,498005,0,420056,54063,23886,Remote,3,Bachelor,0.0,24
I02121,Daniel Davis,IT,Executive,Developer I,Male,699770,0,586761,82819,30190,Delhi,4,Bachelor,5.1,31
F01234,Lynn Santos,Finance,Executive,Executive,Female,758714,0,666749,55529,36436,Delhi,4,Bachelor,3.1,26
S02507,Alyssa Sanchez,Sales,Senior Executive,Senior Executive,Female,1587673,517232,911921,128524,29996,Pune,2,Bachelor,12.4,31
F01235,Laurie Howard,Finance,Analyst,Finance Analyst,Female,562427,6646,475719,65323,14739,Delhi,2,Diploma,2.7,21
I02122,Debbie Johnson,IT,Senior Manager,Senior Manager,Female,3690411,0,3131362,495121,63928,Bengaluru,2,Bachelor,14.3,37
M00933,Max Christian,Marketing,Senior Executive,Senior Executive,Male,1284433,0,1136474,117663,30296,Mumbai,3,Bachelor,10.7,33
F01236,Thomas Roberts,Finance,Senior Manager,Senior Manager,Male,3580105,0,3114895,332591,132619,Delhi,4,Master,17.9,44
O01920,Jennifer Brown,Operations,Assistant Manager,Assistant Manager,Female,1984864,0,1636242,264807,83815,Delhi,2,Bachelor,12.7,31
I02123,Jessica Wilkins,IT,Analyst,IT Analyst,Female,447807,0,399296,33471,15040,Pune,2,Bachelor,0.0,26
L00872,Donna Martinez,Legal,Analyst,Analyst,Female,548479,0,461094,65678,21707,Bengaluru,2,Diploma,0.0,23
S02508,Daniel Farmer,Sales,Manager,Sales Manager,Male,2667887,274228,2069498,264535,59626,Mumbai,3,Bachelor,17.6,40
S02509,Tyler Zimmerman,Sales,Senior Executive,Senior Executive,Male,943141,0,796084,101550,45507,Hyderabad,3,Diploma,10.4,32
I02124,Sara King,IT,Analyst,IT Analyst,Other,548968,37791,417297,69161,24719,Hyderabad,3,Bachelor,0.4,27
L00873,Mr. Eddie Foster MD,Legal,Senior Manager,Senior Manager,Male,3353831,0,2864345,357711,131775,Hyderabad,3,Master,13.7,33
L00874,Paul Thomas,Legal,Executive,Executive,Male,704458,0,599202,77842,27414,Mumbai,4,Bachelor,3.2,27
H00753,Ryan Newman,HR,Executive,Executive,Male,780414,1111,682105,69799,27399,Bengaluru,2,Bachelor,3.6,26
R01083,Stephen Martinez,R&D,Executive,Executive,Male,732113,0,629276,68050,34787,Hyderabad,4,Bachelor,4.3,29
I02125,Angela Knapp,IT,Manager,Engineering Manager,Female,2486792,120898,2106711,204395,54788,Pune,3,Master,15.1,39
L00875,Anthony Stone,Legal,Analyst,Analyst,Male,563886,0,515101,37684,11101,Hyderabad,4,Bachelor,3.2,29
S02510,Kyle Bailey,Sales,Executive,Executive,Male,967371,168876,681804,92302,24389,Delhi,3,Bachelor,5.3,30
S02511,Gail Hernandez,Sales,Executive,Executive,Female,908546,130423,652838,90712,34573,Mumbai,4,Bachelor,6.1,30
S02512,Michael Myers,Sales,Manager,Sales Manager,Male,3242731,825374,2133635,233435,50287,Pune,5,Master,13.3,37
F01237,Sarah Simpson,Finance,Assistant Manager,Assistant Manager,Female,1669207,101518,1336622,172599,58468,Mumbai,5,Bachelor,12.7,35
C00981,Erika Juarez,Customer Success,Executive,Executive,Female,856817,0,737127,97474,22216,Mumbai,3,Bachelor,0.0,20
I02126,Theresa Goodwin,IT,Senior Executive,Software Engineer II,Female,1155992,0,1001941,104710,49341,Kolkata,3,Bachelor,10.1,30
L00876,Rebecca Smith,Legal,Executive,Executive,Female,954032,0,793898,140335,19799,Bengaluru,3,Bachelor,2.3,23
O01921,Erica Underwood,Operations,Senior Executive,Senior Executive,Female,1156324,0,1011332,119733,25259,Mumbai,4,Bachelor,5.8,25
S02513,Michael Lewis,Sales,Associate Partner,Associate Partner,Male,12115671,4069922,6761705,962582,321462,Bengaluru,3,MBA,22.5,46
O01922,Tanya Garcia MD,Operations,Senior Executive,Senior Executive,Female,1472082,0,1306328,109618,56136,Mumbai,3,Bachelor,4.1,26
H00754,Margaret Newton,HR,Associate Partner,Associate Partner,Female,7413964,0,6549762,541551,322651,Delhi,3,MBA,26.0,45
C00982,Mark Sherman,Customer Success,Assistant Manager,Assistant Manager,Male,1508450,0,1352558,119519,36373,Bengaluru,1,Bachelor,7.4,28
O01923,Jon George,Operations,Analyst,Analyst,Male,487071,0,418164,45803,23104,Kolkata,2,Diploma,3.3,27
F01238,Margaret Nichols,Finance,Assistant Manager,Assistant Manager,Female,1732961,108410,1434813,114010,75728,Mumbai,4,Master,13.7,34
I02127,Michael Morris,IT,Analyst,IT Analyst,Male,614099,0,533887,57122,23090,Bengaluru,3,Bachelor,4.3,24
H00755,Anthony Grant,HR,Senior Executive,Senior Executive,Male,1421088,0,1186563,184768,49757,Bengaluru,3,Bachelor,9.4,36
L00877,Darren Smith,Legal,Senior Executive,Senior Executive,Male,1233368,0,1036027,169370,27971,Bengaluru,3,Bachelor,9.0,31
S02514,Michael Walters,Sales,Manager,Sales Manager,Male,2135355,0,1820634,263274,51447,Remote,2,MBA,15.9,40
R01084,Mr. John Monroe,R&D,Analyst,Analyst,Male,600321,0,538389,45203,16729,Hyderabad,3,Bachelor,2.7,27
F01239,Debra Walker,Finance,Manager,Manager,Female,2633224,106822,2154893,275870,95639,Remote,3,Bachelor,19.1,40
I02128,Ronald Gates MD,IT,Senior Manager,Senior Manager,Male,4531135,0,3855141,539690,136304,Bengaluru,4,MBA,21.1,44
L00878,Larry Johnson,Legal,Analyst,Analyst,Male,485149,0,430404,45505,9240,Delhi,2,Bachelor,1.0,25
O01924,Kathryn Ward,Operations,Manager,Manager,Female,2331301,0,2049391,202108,79802,Delhi,2,Bachelor,13.9,37
I02129,Heidi Allen,IT,Analyst,Support Analyst,Female,614846,0,553968,43980,16898,Delhi,2,Bachelor,3.9,28
S02515,Sarah Webb,Sales,Analyst,Sales Associate,Female,612944,198108,340912,54072,19852,Kolkata,2,Bachelor,0.0,27
I02130,Anthony Lucero,IT,Director,Director,Male,5850042,0,5113288,592020,144734,Bengaluru,3,MBA,24.9,47
C00983,Cindy Smith,Customer Success,Executive,Executive,Female,699131,0,605973,58132,35026,Bengaluru,2,Bachelor,2.3,23
F01240,Ashley Murphy,Finance,Senior Executive,Senior Executive,Female,1039075,0,904092,88084,46899,Mumbai,5,Bachelor,9.3,35
R01085,Laura West,R&D,Senior Executive,Senior Executive,Female,1534023,113902,1163173,187367,69581,Mumbai,2,Bachelor,8.2,27
I02131,Nancy Howard,IT,Analyst,IT Analyst,Female,403083,0,343041,52067,7975,Remote,3,Bachelor,0.0,20
S02516,Garrett French,Sales,Senior Executive,Senior Executive,Male,1640436,484925,1027428,102744,25339,Hyderabad,5,HighSchool,11.0,29
S02517,Amanda Bell,Sales,Analyst,Sales Associate,Female,686860,0,557770,95997,33093,Bengaluru,4,Bachelor,2.6,25
O01925,Brittany Jones,Operations,Analyst,Analyst,Female,606060,43147,461245,74806,26862,Delhi,1,Bachelor,0.0,20
L00879,Monica Myers,Legal,Senior Manager,Senior Manager,Female,3495457,0,2985778,432795,76884,Delhi,3,Bachelor,16.4,43
M00934,James Harris,Marketing,Director,Director,Male,6043968,0,5033948,886901,123119,Bengaluru,3,MBA,22.3,46
I02132,Lisa Snow,IT,Executive,Software Engineer I,Female,926161,39798,787778,69643,28942,Pune,3,Bachelor,6.6,26
R01086,Jessica Reid,R&D,Analyst,Analyst,Female,571678,0,485540,66117,20021,Mumbai,3,Bachelor,3.9,23
C00984,Hannah Adams,Customer Success,Executive,Executive,Female,920434,0,821610,68073,30751,Bengaluru,3,Diploma,7.5,33
S02518,Michelle Nielsen,Sales,Manager,Sales Manager,Female,3464685,992881,2034789,329243,107772,Hyderabad,3,MBA,14.7,34
C00985,Tara James,Customer Success,Analyst,Analyst,Female,613472,0,552208,42552,18712,Bengaluru,2,Diploma,3.0,21
I02133,Jose Mcclain,IT,Analyst,IT Analyst,Male,596567,33674,464750,72294,25849,Remote,5,Bachelor,1.2,25
S02519,Jordan Patel,Sales,Manager,Sales Manager,Male,3296210,657198,2285978,216703,136331,Bengaluru,2,Bachelor,13.0,37
I02134,Matthew Long,IT,Executive,Software Engineer I,Male,792856,0,704260,63151,25445,Hyderabad,3,Bachelor,4.0,24
O01926,Ann Martinez,Operations,Analyst,Analyst,Female,648391,0,526354,94376,27661,Bengaluru,3,Bachelor,0.0,22
O01927,Roberto Stevens,Operations,Analyst,Analyst,Male,640877,0,525565,92002,23310,Bengaluru,1,Diploma,0.1,21
I02135,Lindsey Humphrey,IT,Manager,Engineering Manager,Female,2564332,148541,2103117,207593,105081,Delhi,3,Master,15.1,35
S02520,Roger Martin,Sales,Executive,Executive,Male,616430,0,537624,48198,30608,Pune,3,Diploma,1.6,28
C00986,Angela Murphy,Customer Success,Analyst,Analyst,Female,588804,35240,487809,50478,15277,Bengaluru,3,Diploma,0.0,23
L00880,Breanna Smith,Legal,Manager,Manager,Female,2979491,305629,2226326,321241,126295,Mumbai,3,Bachelor,12.7,36
C00987,Sandra Stone,Customer Success,Manager,Manager,Female,2771806,0,2265868,395462,110476,Delhi,2,Bachelor,16.0,34
I02136,Nicole Patterson,IT,Analyst,IT Analyst,Female,656961,0,567333,73368,16260,Delhi,2,Diploma,5.2,24
I02137,Michael Lyons,IT,Senior Executive,Software Engineer II,Male,1033388,0,880913,106073,46402,Other City,1,Diploma,5.4,25
I02138,Debbie Lopez,IT,Analyst,IT Analyst,Female,532905,0,460388,60935,11582,Pune,4,Bachelor,3.9,22
S02521,Jonathan Erickson,Sales,Senior Executive,Senior Executive,Male,1565544,524502,919490,91661,29891,Hyderabad,3,Bachelor,4.2,28
F01241,Dakota Santos,Finance,Analyst,Finance Analyst,Other,476443,0,411600,54574,10269,Remote,3,Bachelor,3.7,25
F01242,Katherine King,Finance,Executive,Executive,Female,918833,144500,675678,72169,26486,Bengaluru,3,Bachelor,3.0,21
M00935,Brian Huang,Marketing,Senior Executive,Senior Executive,Male,1115532,0,970756,88664,56112,Mumbai,2,Bachelor,8.9,31
M00936,Adam King,Marketing,Senior Executive,Senior Executive,Male,1218992,65849,988865,108131,56147,Mumbai,2,Bachelor,6.9,26
I02139,Kirk Kemp,IT,Executive,Developer I,Male,679854,0,600847,50440,28567,Hyderabad,3,Bachelor,1.0,26
I02140,Jacob Romero,IT,Analyst,IT Analyst,Male,592759,0,493012,79559,20188,Delhi,5,Bachelor,3.3,28
M00937,Michael Roberts,Marketing,Director,Director,Male,6634882,395080,5198632,788590,252580,Mumbai,3,Master,21.6,46
I02141,William Bates,IT,Analyst,Support Analyst,Other,592231,0,485887,77514,28830,Delhi,4,Bachelor,0.0,22
I02142,Mr. Tyler Leon II,IT,Senior Executive,Software Engineer II,Male,1243974,102149,1028181,92803,20841,Remote,5,HighSchool,9.1,33
O01928,Martin Meadows,Operations,Analyst,Analyst,Male,497753,0,437960,43156,16637,Bengaluru,5,Bachelor,0.0,20
I02143,Kenneth Howard,IT,Senior Executive,Developer II,Male,1118786,129227,877918,93121,18520,Mumbai,3,Bachelor,6.1,32
S02522,Melinda Vasquez,Sales,Analyst,Sales Associate,Female,476256,57431,361717,48016,9092,Remote,3,Bachelor,0.0,25
C00988,Walter Lawson,Customer Success,Analyst,Analyst,Male,496711,0,428395,59705,8611,Other City,5,Bachelor,1.2,27
R01087,Megan White,R&D,Senior Executive,Senior Executive,Female,1458753,0,1206756,194496,57501,Delhi,2,Bachelor,7.5,26
I02144,Lauren Chavez,IT,Analyst,IT Analyst,Female,421324,0,371310,32175,17839,Pune,4,Diploma,0.0,21
S02523,Mikayla Garcia,Sales,Senior Executive,Senior Executive,Female,1826407,602169,1075122,119012,30104,Bengaluru,4,HighSchool,8.2,27
M00938,Dr. Andrea Aguilar,Marketing,Analyst,Analyst,Female,601575,0,526248,46172,29155,Bengaluru,4,Diploma,0.0,23
I02145,Erica Garcia,IT,Analyst,Support Analyst,Female,536699,0,456866,63153,16680,Kolkata,2,Bachelor,0.0,26
O01929,Benjamin Rios,Operations,Assistant Manager,Assistant Manager,Male,1665043,0,1437391,197438,30214,Bengaluru,3,MBA,12.0,38
S02524,Alyssa Murphy,Sales,Analyst,Sales Associate,Female,841648,250524,492539,77861,20724,Pune,5,Bachelor,0.0,21
I02146,Phillip Williams,IT,Analyst,IT Analyst,Male,585046,0,508715,65704,10627,Bengaluru,3,Bachelor,2.7,23
C00989,Jared Ray,Customer Success,Analyst,Analyst,Male,537755,0,482850,36275,18630,Bengaluru,5,Bachelor,0.0,22
C00990,Ronnie Burnett,Customer Success,Analyst,Analyst,Male,520324,0,427855,75550,16919,Remote,4,Diploma,0.0,27
I02147,Sherri Jackson,IT,Analyst,IT Analyst,Female,513774,0,427938,75978,9858,Remote,3,Bachelor,0.0,26
I02148,Monica White,IT,Analyst,IT Analyst,Female,424228,0,359551,45319,19358,Kolkata,1,Bachelor,0.8,23
S02525,Susan Grant,Sales,Analyst,Sales Associate,Female,659872,179231,421626,44182,14833,Hyderabad,4,Diploma,3.0,27
S02526,Joseph Morris,Sales,Manager,Sales Manager,Male,2210067,0,1805524,307936,96607,Remote,4,Bachelor,17.0,40
L00881,Renee Brown,Legal,Analyst,Analyst,Female,580996,0,504591,62850,13555,Bengaluru,1,Bachelor,1.7,27
H00756,Phillip Johnston,HR,Manager,Manager,Male,2560413,0,2230901,236044,93468,Bengaluru,4,Master,14.1,36
F01243,Sandra Garcia,Finance,Manager,Manager,Female,2530223,0,2225921,248198,56104,Bengaluru,3,Bachelor,16.4,36
C00991,William Proctor,Customer Success,Analyst,Analyst,Male,578363,0,498071,69527,10765,Bengaluru,3,Diploma,3.2,24
R01088,Jessica Stone,R&D,Analyst,Analyst,Female,505788,18360,430909,38909,17610,Mumbai,2,Bachelor,3.2,29
C00992,Christopher Perez,Customer Success,Analyst,Analyst,Male,542281,0,461427,64113,16741,Pune,2,Bachelor,5.2,27
S02527,Jessica Shah DDS,Sales,Senior Executive,Senior Executive,Female,1264245,355572,791697,74287,42689,Remote,4,Diploma,5.1,30
S02528,Marie Black,Sales,Senior Executive,Senior Executive,Female,1243011,0,1041522,161541,39948,Hyderabad,2,Bachelor,3.3,24
H00757,Robert Clark,HR,Senior Executive,Senior Executive,Male,1158577,0,976873,156160,25544,Hyderabad,1,Diploma,4.4,31
O01930,Brian Hall,Operations,Senior Executive,Senior Executive,Male,1129555,0,961320,114599,53636,Delhi,4,Bachelor,9.1,31
L00882,Sarah Turner,Legal,Analyst,Analyst,Female,464535,0,416505,33546,14484,Delhi,2,Diploma,0.0,20
H00758,Joshua Buchanan,HR,Manager,Manager,Male,2726012,0,2401295,229327,95390,Hyderabad,5,MBA,13.8,35
L00883,Kimberly Gonzalez,Legal,Executive,Executive,Female,814274,68922,639993,88045,17314,Bengaluru,3,Bachelor,6.0,30
I02149,William Kim,IT,Associate Partner,Associate Partner,Male,7417373,0,6292192,799843,325338,Delhi,5,Master,29.7,56
R01089,Crystal Martinez,R&D,Executive,Executive,Female,571152,0,476285,79578,15289,Kolkata,3,Bachelor,5.9,29
I02150,Christine Brown,IT,Analyst,IT Analyst,Female,670513,0,554838,96495,19180,Delhi,4,Bachelor,4.9,26
L00884,Derek Jackson,Legal,Manager,Manager,Male,2073690,0,1736600,242365,94725,Hyderabad,3,Bachelor,15.8,41
S02529,Emily Johnson,Sales,Senior Executive,Senior Executive,Female,1507066,386746,954493,124138,41689,Remote,1,Bachelor,5.5,31
O01931,Sonya Smith,Operations,Assistant Manager,Assistant Manager,Female,1321341,0,1166961,121778,32602,Pune,2,MBA,10.0,33
C00993,David Kelly,Customer Success,Executive,Executive,Male,667652,0,579535,54929,33188,Other City,3,Diploma,3.2,25
O01932,Katie Anderson,Operations,Manager,Manager,Female,2252830,0,2051889,150957,49984,Hyderabad,5,Master,15.7,39
O01933,Deborah Cummings,Operations,Senior Manager,Senior Manager,Female,3898796,0,3209117,547106,142573,Delhi,3,Bachelor,18.2,41
L00885,Richard Johnson,Legal,Executive,Executive,Male,694033,0,586368,81157,26508,Delhi,3,Bachelor,5.8,24
O01934,Cassidy Pearson,Operations,Analyst,Analyst,Female,538642,0,455567,57306,25769,Delhi,3,Diploma,2.4,21
F01244,Willie Brown,Finance,Senior Executive,Senior Executive,Male,803701,0,709568,76117,18016,Kolkata,2,Bachelor,7.3,32
S02530,Nicholas Nichols,Sales,Director,Director,Male,6909645,977686,5354665,454152,123142,Bengaluru,2,PhD,25.0,48
R01090,Leslie Tran,R&D,Senior Executive,Senior Executive,Female,1329548,127885,988233,168215,45215,Remote,2,Diploma,6.7,31
H00759,Gina Tucker,HR,Director,Director,Female,5845952,0,5036055,599462,210435,Delhi,3,MBA,19.8,40
O01935,Julie Gay,Operations,Executive,Executive,Female,853865,0,723982,102147,27736,Bengaluru,4,Bachelor,4.9,27
S02531,Elizabeth Morris,Sales,Senior Manager,Senior Manager,Female,4374405,0,3757201,399759,217445,Bengaluru,2,MBA,17.7,41
F01245,Travis Robinson,Finance,Analyst,Finance Analyst,Male,595420,0,528463,44071,22886,Delhi,3,Bachelor,0.0,21
S02532,Patricia James,Sales,Executive,Executive,Female,915165,196213,596187,97829,24936,Hyderabad,3,Diploma,1.5,25
S02533,Stephanie Brown,Sales,Executive,Executive,Female,886426,195183,567949,90885,32409,Mumbai,5,Bachelor,0.4,27
F01246,Michael Lewis,Finance,Senior Executive,Senior Executive,Male,1773195,269805,1268234,205994,29162,Bengaluru,3,Bachelor,6.1,27
S02534,Ann Berry,Sales,Analyst,Sales Associate,Female,837083,266144,476811,74745,19383,Delhi,2,Diploma,0.0,25
S02535,Nathan Terry DVM,Sales,Senior Manager,Senior Manager,Male,5104162,1222322,3285057,409454,187329,Pune,4,Bachelor,17.6,41
H00760,Leslie Rogers MD,HR,Senior Manager,Senior Manager,Female,3925490,0,3310088,471876,143526,Delhi,3,Bachelor,13.0,34
S02536,Katherine Barber,Sales,Assistant Manager,Assistant Manager,Female,1453145,0,1308703,101211,43231,Pune,1,MBA,10.3,36
I02151,Dawn Brown,IT,Analyst,Support Analyst,Female,636919,0,559261,63332,14326,Bengaluru,4,Bachelor,0.3,20
S02537,Marcus Kaufman,Sales,Analyst,Sales Associate,Male,1015526,323689,582177,90735,18925,Bengaluru,2,Bachelor,0.0,20
F01247,Theresa Tucker,Finance,Executive,Executive,Female,669524,0,592035,56251,21238,Remote,3,Diploma,3.8,22
H00761,Daniel Perry,HR,Assistant Manager,Assistant Manager,Male,1894515,0,1637306,169437,87772,Bengaluru,3,MBA,11.2,32
M00939,Kevin Koch,Marketing,Analyst,Analyst,Male,702571,45792,545605,88456,22718,Mumbai,5,Bachelor,2.3,28
I02152,Donna Calhoun,IT,Senior Executive,Software Engineer II,Female,904434,0,791446,73398,39590,Delhi,2,Diploma,8.6,33
S02538,Andrew Thomas,Sales,Senior Executive,Senior Executive,Male,1144956,67801,906634,143432,27089,Bengaluru,4,Bachelor,5.9,25
S02539,Clayton Nelson,Sales,Assistant Manager,Assistant Manager,Male,1987011,625795,1119799,181126,60291,Pune,3,Bachelor,12.9,34
O01936,Mr. Edwin Hansen,Operations,Executive,Executive,Male,880558,0,776504,86136,17918,Mumbai,4,Bachelor,6.3,29
L00886,Dana Ward,Legal,Senior Executive,Senior Executive,Female,1058474,0,901168,123597,33709,Hyderabad,3,Bachelor,9.3,34
I02153,Erica Saunders,IT,Analyst,Support Analyst,Female,604329,47486,499001,40743,17099,Mumbai,5,Bachelor,7.3,33
I02154,Sandra Johnston,IT,Analyst,Support Analyst,Female,453881,12022,378086,44767,19006,Kolkata,3,Diploma,0.1,26
S02540,George Vance,Sales,Senior Manager,Senior Manager,Male,4442141,1639040,2326882,360908,115311,Kolkata,4,Master,16.1,36
F01248,Suzanne Alexander,Finance,Executive,Executive,Female,790555,0,670534,103631,16390,Bengaluru,4,Bachelor,2.3,21
H00762,Carl Olsen,HR,Associate Partner,Associate Partner,Male,7812571,0,6559819,1052733,200019,Hyderabad,2,PhD,25.7,45
H00763,Susan Adkins MD,HR,Analyst,HR Coordinator,Female,648849,0,551234,75668,21947,Bengaluru,5,Bachelor,0.0,20
R01091,Kimberly Stanley,R&D,Executive,Executive,Female,632534,0,541021,63948,27565,Hyderabad,4,Bachelor,1.4,27
O01937,Ryan Edwards,Operations,Executive,Executive,Male,741660,0,616158,109186,16316,Remote,1,Bachelor,3.1,27
S02541,Erica Knapp DDS,Sales,Associate Partner,Associate Partner,Female,6600639,136379,5382048,817151,265061,Remote,2,MBA,23.7,49
I02155,Paul Clarke,IT,Associate Partner,Associate Partner,Male,7805624,843205,5768789,870668,322962,Pune,3,MBA,27.1,52
H00764,Kimberly Owen,HR,Analyst,HR Coordinator,Female,553223,0,463744,74977,14502,Mumbai,2,Bachelor,3.5,23
F01249,Dennis Morris,Finance,Analyst,Finance Analyst,Male,493323,0,412080,67389,13854,Mumbai,4,Bachelor,0.0,24
F01250,Michele Duarte,Finance,Assistant Manager,Assistant Manager,Female,1774180,0,1543080,191697,39403,Bengaluru,4,Bachelor,11.8,33
M00940,Nathan Chan,Marketing,Manager,Manager,Male,2375111,0,2019673,296892,58546,Remote,3,Bachelor,18.5,43
H00765,Jermaine Phillips,HR,Senior Executive,Senior Executive,Male,970670,0,846377,99590,24703,Kolkata,2,Diploma,6.0,26
R01092,Wayne Green,R&D,Manager,Manager,Male,2051945,0,1733994,242387,75564,Mumbai,1,Master,14.3,34
F01251,Mark Strong,Finance,Analyst,Finance Analyst,Male,653944,27326,537777,73105,15736,Delhi,4,Bachelor,1.7,20
C00994,Dr. Thomas Wade,Customer Success,Senior Executive,Senior Executive,Male,1094328,0,938388,131122,24818,Bengaluru,3,Diploma,10.4,33
I02156,Rebecca Ramirez,IT,Assistant Manager,Assistant Manager,Female,1415418,68852,1201390,101766,43410,Delhi,3,Master,13.6,34
H00766,Carrie Wilson,HR,Analyst,HR Coordinator,Female,463622,0,396390,56024,11208,Hyderabad,3,Bachelor,5.0,26
R01093,Jonathan Stewart,R&D,Assistant Manager,Assistant Manager,Male,1344233,0,1141069,177520,25644,Hyderabad,2,Master,11.8,38
O01938,Meghan Johnson,Operations,Senior Manager,Senior Manager,Female,3787730,0,3192894,512684,82152,Delhi,5,Bachelor,22.3,41
C00995,Benjamin Henson PhD,Customer Success,Manager,Manager,Male,2803815,305812,2116646,299464,81893,Remote,2,Bachelor,14.3,40
M00941,Shane Bailey,Marketing,Analyst,Analyst,Male,591804,0,497705,75224,18875,Delhi,2,Diploma,2.1,25
S02542,Anthony Mccoy,Sales,Executive,Executive,Male,802781,0,666190,97890,38701,Hyderabad,5,Bachelor,4.6,27
F01252,Andrea Scott,Finance,Executive,Executive,Female,739306,0,616103,109128,14075,Kolkata,2,Bachelor,2.4,28
S02543,Tiffany Howard,Sales,Analyst,Sales Associate,Female,832442,223067,507628,77900,23847,Mumbai,3,Bachelor,1.1,25
L00887,Aaron Williams,Legal,Director,Director,Male,5966143,0,4900788,866953,198402,Delhi,3,MBA,24.5,46
C00996,Edward Johnson,Customer Success,Analyst,Analyst,Male,581508,0,488079,68152,25277,Remote,3,Bachelor,2.0,21
S02544,Dawn Howard,Sales,Assistant Manager,Assistant Manager,Female,1722444,241604,1311378,115990,53472,Pune,2,Bachelor,8.0,26
S02545,Janice Conner,Sales,Executive,Executive,Female,857124,16899,736076,83901,20248,Remote,4,Bachelor,2.0,20
F01253,Walter Pacheco,Finance,Senior Executive,Senior Executive,Male,1286181,0,1152511,106849,26821,Mumbai,3,Bachelor,7.3,33
I02157,Heather Smith,IT,Analyst,Support Analyst,Female,548583,0,455353,79489,13741,Mumbai,4,Bachelor,0.0,20
S02546,Juan Jacobs PhD,Sales,Analyst,Sales Associate,Male,622013,113414,446960,49915,11724,Pune,2,Bachelor,0.7,20
F01254,Chad Ramos,Finance,Executive,Executive,Male,580254,0,516235,39672,24347,Delhi,2,Bachelor,1.4,21
O01939,Vincent Moreno,Operations,Senior Executive,Senior Executive,Male,1345881,0,1098692,183978,63211,Bengaluru,3,Bachelor,9.6,34
S02547,Lindsey Rodgers,Sales,Assistant Manager,Assistant Manager,Female,1578678,0,1421862,103433,53383,Bengaluru,3,MBA,16.0,41
C00997,Katie Jackson,Customer Success,Analyst,Analyst,Female,496970,0,428758,48533,19679,Remote,3,Bachelor,0.4,20
R01094,Ricky Cruz,R&D,Analyst,Analyst,Male,668952,12258,547529,87310,21855,Mumbai,2,HighSchool,0.0,20
M00942,Mary Brown,Marketing,Assistant Manager,Assistant Manager,Female,1447520,0,1302578,111605,33337,Delhi,2,Master,14.9,38
C00998,Isabel Rivera,Customer Success,Assistant Manager,Assistant Manager,Female,1611554,0,1415882,159269,36403,Mumbai,3,Master,10.4,30
I02158,David Morgan,IT,Analyst,IT Analyst,Male,405798,0,351260,39370,15168,Kolkata,4,Bachelor,4.2,30
I02159,Shawna Spears,IT,Analyst,Support Analyst,Female,404066,0,349604,42068,12394,Kolkata,2,Bachelor,4.3,29
I02160,Kathleen Jones,IT,Analyst,IT Analyst,Female,458349,0,398560,47480,12309,Pune,3,Diploma,0.9,27
C00999,Donald Avery,Customer Success,Analyst,Analyst,Male,385112,22401,313054,36909,12748,Other City,2,Diploma,0.0,20
L00888,Pamela Griffith,Legal,Analyst,Analyst,Female,537715,0,463024,64461,10230,Bengaluru,2,Diploma,0.8,21
M00943,Chelsea Townsend,Marketing,Senior Executive,Senior Executive,Female,1117779,0,980438,82597,54744,Bengaluru,4,Bachelor,7.9,28
R01095,Mario Vazquez,R&D,Senior Manager,Senior Manager,Male,3653160,0,3062328,428291,162541,Hyderabad,3,Bachelor,19.8,40
H00767,Paula Moore,HR,Analyst,HR Coordinator,Female,630426,0,559931,45667,24828,Bengaluru,3,Diploma,1.3,27
